Κατηγορία,Λιανική,Τίτλος,Ποσότητα,Υλικά,Κρυμμένο Πεδίο,Κωδικός,Price,Price (ΦΠΑ),Status,Επιλογή Πιάτου Match,Food Cost,Food Cost (ΦΠΑ),Packaging Cost,Packaging Cost (ΦΠΑ),Old Product Cost,Product Cost,Product Cost (ΦΠΑ),Product Cost/ Price,Price - Product Cost,Food Cost/Price,Packaging Cost/ Price,Θερμίδες,Υδατάνθρακες,Πρωτεϊνη,Λιπαρά,Image,Image
Πρωϊνά,ΟΧΙ,Χορτόπιτα με φύλλο ολικής και φέτα light,Χορτόπιτα (400γρ),"Σπανάκι, Χόρτα, Φρέσκο κρεμμυδάκι, Πράσο, Σκόρδο, Κρεμμύδι, Άνηθος, Μαϊντανός, Μέντα, Ρύζι, Σουσάμι, Φύλλο ολικής, Φέτα light","Χορτόπιτα με φύλλο ολικής, χόρτα επόχης, πράσο, φέτα light, φρέσκο κρεμμύδι και μυρωδικά (400γρ)",266-2,6.99,7.90,OK,"Χορτόπιτα με φυλλο ολικής, χόρτα επόχης, πράσο, φέτα light, φρέσκο κρεμμυδάκi και μυρωδικα (400γρ)",2.58,2.92,0.16,0.19,2.74,2.74,3.11,39.13%,39.34%,36.91%,2.22%,933,88,22,56,https://drive.google.com/file/d/1jgMwp9yAtMqRskTLCR3o77n8_c3SNilZ/view?usp=sharing,https://drive.google.com/file/d/1jgMwp9yAtMqRskTLCR3o77n8_c3SNilZ/view?usp=sharing
Μαγειρευτά,ΟΧΙ,Χταπόδι με κοφτό μακαρονάκι και τριμμένο τυρί light,Χταπόδι κοκκινιστό (250γρ),"Χταπόδι, Ζυμαρικό, Κρεμμύδι, Σκόρδο, Ντομάτα, Μαϊντανός, Τυρί κίτρινο light","Χταπόδι κοκκινιστό με κοφτό μακαρονάκι ολικής (250γρ), Τριμμένο τυρί light (15γρ)",184-1,9.29,10.50,OK,"Χταπόδι κοκκινιστό με κοφτό μακαρονάκι ολικής (250γρ), Τυρί κίτρινο light (15γρ)",1.91,2.16,0.18,0.23,2.09,2.09,2.39,22.54%,€7.20,20.56%,1.98%,395,51,23,12,https://drive.google.com/file/d/16HE3Kcpj5JsK3I7hWIwcH9tBO3pM3Pv8/view?usp=sharing,https://drive.google.com/file/d/16HE3Kcpj5JsK3I7hWIwcH9tBO3pM3Pv8/view?usp=sharing
Μαγειρευτά,ΝΑΙ,Χταπόδι με κοφτό μακαρονάκι και τριμμένο τυρί light,Χταπόδι κοκκινιστό (320γρ),"Χταπόδι, Ζυμαρικό, Κρεμμύδι, Σκόρδο, Ντομάτα, Μαϊντανός, Τυρί κίτρινο light","Χταπόδι κοκκινιστό με κοφτό μακαρονάκι ολικής (320γρ), Τριμμένο τυρί light (15γρ)",184-2,10.18,11.50,OK,"Χταπόδι κοκκινιστό με κοφτό μακαρονάκι ολικής (320γρ), Τυρί κίτρινο light (15γρ)",2.37,2.68,0.18,0.23,2.55,2.55,2.91,25.09%,€7.63,23.28%,1.81%,495,65,28,14,https://drive.google.com/file/d/16HE3Kcpj5JsK3I7hWIwcH9tBO3pM3Pv8/view?usp=sharing,https://drive.google.com/file/d/16HE3Kcpj5JsK3I7hWIwcH9tBO3pM3Pv8/view?usp=sharing
Μαγειρευτά,ΟΧΙ,Χταπόδι με κοφτό μακαρονάκι και τριμμένο τυρί light,Χταπόδι κοκκινιστό (400γρ),"Χταπόδι, Ζυμαρικό, Κρεμμύδι, Σκόρδο, Ντομάτα, Μαϊντανός, Τυρί κίτρινο light","Χταπόδι κοκκινιστό με κοφτό μακαρονάκι ολικής (400γρ), Τριμμένο τυρί light (15γρ)",184-3,11.06,12.50,OK,"Χταπόδι κοκκινιστό με κοφτό μακαρονάκι ολικής (400γρ), Τυρί κίτρινο light (15γρ)",2.91,3.29,0.18,0.23,3.09,3.09,3.52,27.97%,€7.97,26.31%,1.66%,611,81,34,18,https://drive.google.com/file/d/16HE3Kcpj5JsK3I7hWIwcH9tBO3pM3Pv8/view?usp=sharing,https://drive.google.com/file/d/16HE3Kcpj5JsK3I7hWIwcH9tBO3pM3Pv8/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Ψάρι ημέρας ψητό και αμπελοφάσουλα ατμού,Ψάρι ψητό (120γρ),"Ψάρι, Αμπελοφάσουλα, Χυμός λεμονιού","Ψάρι ψητό (120γρ), Αμπελοφάσουλα (100γρ), Λαδολέμονο (5γρ)",152-1,14.60,16.50,OK,"Ψάρι, μαγειρεμένο (120γρ), Αμπελοφάσουλα, μαγειρεμένα (100γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",4.74,5.36,0.14,0.17,4.88,4.88,5.53,33.42%,€9.72,32.47%,0.96%,354,21,37,13,https://drive.google.com/file/d/1bGiJzHOLUGqN0efJsM5LTLg_82QfFULD/view?usp=sharing,https://drive.google.com/file/d/1bGiJzHOLUGqN0efJsM5LTLg_82QfFULD/view?usp=sharing
Ψητές επιλογές,ΝΑΙ,Ψάρι ημέρας ψητό και αμπελοφάσουλα ατμού,Ψάρι ψητό (150γρ),"Ψάρι, Αμπελοφάσουλα, Χυμός λεμονιού","Ψάρι ψητό (150γρ), Αμπελοφάσουλα (100γρ), Λαδολέμονο (5γρ)",152-2,15.84,17.90,OK,"Ψάρι, μαγειρεμένο (150γρ), Αμπελοφάσουλα, μαγειρεμένα (100γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",5.83,6.59,0.14,0.17,5.97,5.97,6.76,37.69%,€9.87,36.81%,0.88%,405,21,44,15,https://drive.google.com/file/d/1bGiJzHOLUGqN0efJsM5LTLg_82QfFULD/view?usp=sharing,https://drive.google.com/file/d/1bGiJzHOLUGqN0efJsM5LTLg_82QfFULD/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Ψάρι ημέρας ψητό και αμπελοφάσουλα ατμού,Ψάρι ψητό (180γρ),"Ψάρι, Αμπελοφάσουλα, Χυμός λεμονιού","Ψάρι ψητό (180γρ), Αμπελοφάσουλα (100γρ), Λαδολέμονο (5γρ)",152-3,18.14,20.50,OK,"Ψάρι, μαγειρεμένο (180γρ), Αμπελοφάσουλα, μαγειρεμένα (100γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",6.92,7.82,0.14,0.17,7.06,7.06,7.99,38.92%,€11.08,38.15%,0.77%,457,21,52,18,https://drive.google.com/file/d/1bGiJzHOLUGqN0efJsM5LTLg_82QfFULD/view?usp=sharing,https://drive.google.com/file/d/1bGiJzHOLUGqN0efJsM5LTLg_82QfFULD/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Ψάρι ημέρας ψητό και αμπελοφάσουλα ατμού,Ψάρι ψητό (210γρ),"Ψάρι, Αμπελοφάσουλα, Χυμός λεμονιού","Ψάρι ψητό (210γρ), Αμπελοφάσουλα (100γρ), Λαδολέμονο (5γρ)",152-4,19.38,21.90,OK,"Ψάρι, μαγειρεμένο (210γρ), Αμπελοφάσουλα, μαγειρεμένα (100γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",8.01,9.05,0.14,0.17,8.15,8.15,9.22,42.05%,€11.23,41.33%,0.72%,508,21,59,20,https://drive.google.com/file/d/1bGiJzHOLUGqN0efJsM5LTLg_82QfFULD/view?usp=sharing,https://drive.google.com/file/d/1bGiJzHOLUGqN0efJsM5LTLg_82QfFULD/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Ψάρι ημέρας ψητό με άγριο ρύζι και αμπελοφάσουλα,"Ψάρι ψητό (120γρ), Άγριο ρύζι (60γρ)","Ψάρι, Ρύζι, Αμπελοφάσουλα, Χυμός λεμονιού","Ψάρι ψητό (120γρ), Άγριο ρύζι (60γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",151-1,14.07,15.90,OK,"Ψάρι, μαγειρεμένο (120γρ), Άγριο ρύζι (60γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",4.66,5.27,0.14,0.17,4.80,4.80,5.44,34.12%,€9.27,33.12%,1.00%,373,22,35,16,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Ψάρι ημέρας ψητό με άγριο ρύζι και αμπελοφάσουλα,"Ψάρι ψητό (120γρ), Άγριο ρύζι (120γρ)","Ψάρι, Ρύζι, Αμπελοφάσουλα, Χυμός λεμονιού","Ψάρι ψητό (120γρ), Άγριο ρύζι (120γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",151-2,14.60,16.50,OK,"Ψάρι, μαγειρεμένο (120γρ), Άγριο ρύζι (120γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",4.76,5.38,0.14,0.17,4.90,4.90,5.55,33.56%,€9.70,32.60%,0.96%,451,34,38,18,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Ψάρι ημέρας ψητό με άγριο ρύζι και αμπελοφάσουλα,"Ψάρι ψητό (120γρ), Άγριο ρύζι (180γρ)","Ψάρι, Ρύζι, Αμπελοφάσουλα, Χυμός λεμονιού","Ψάρι ψητό (120γρ), Άγριο ρύζι (180γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",151-3,14.96,16.90,OK,"Ψάρι, μαγειρεμένο (120γρ), Άγριο ρύζι (180γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",4.85,5.48,0.14,0.17,4.99,4.99,5.65,33.36%,€9.97,32.42%,0.94%,529,45,40,21,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Ψάρι ημέρας ψητό με άγριο ρύζι και αμπελοφάσουλα,"Ψάρι ψητό (150γρ), Άγριο ρύζι (60γρ)","Ψάρι, Ρύζι, Αμπελοφάσουλα, Χυμός λεμονιού","Ψάρι ψητό (150γρ), Άγριο ρύζι (60γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",151-4,15.49,17.50,OK,"Ψάρι, μαγειρεμένο (150γρ), Άγριο ρύζι (60γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",5.76,6.51,0.14,0.17,5.90,5.90,6.68,38.09%,€9.59,37.19%,0.90%,425,22,43,18,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing
Ψητές επιλογές,ΝΑΙ,Ψάρι ημέρας ψητό με άγριο ρύζι και αμπελοφάσουλα,"Ψάρι ψητό (150γρ), Άγριο ρύζι (120γρ)","Ψάρι, Ρύζι, Αμπελοφάσουλα, Χυμός λεμονιού","Ψάρι ψητό (150γρ), Άγριο ρύζι (120γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",151-5,15.84,17.90,OK,"Ψάρι, μαγειρεμένο (150γρ), Άγριο ρύζι (120γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",5.85,6.61,0.14,0.17,5.99,5.99,6.78,37.82%,€9.85,36.93%,0.88%,503,34,45,21,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Ψάρι ημέρας ψητό με άγριο ρύζι και αμπελοφάσουλα,"Ψάρι ψητό (150γρ), Άγριο ρύζι (180γρ)","Ψάρι, Ρύζι, Αμπελοφάσουλα, Χυμός λεμονιού","Ψάρι ψητό (150γρ), Άγριο ρύζι (180γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",151-6,16.37,18.50,OK,"Ψάρι, μαγειρεμένο (150γρ), Άγριο ρύζι (180γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",5.94,6.71,0.14,0.17,6.08,6.08,6.89,37.14%,€10.29,36.29%,0.86%,581,45,47,23,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Ψάρι ημέρας ψητό με άγριο ρύζι και αμπελοφάσουλα,"Ψάρι ψητό (180γρ), Άγριο ρύζι (120γρ)","Ψάρι, Ρύζι, Αμπελοφάσουλα, Χυμός λεμονιού","Ψάρι ψητό (180γρ), Άγριο ρύζι (120γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",151-7,16.73,18.90,OK,"Ψάρι, μαγειρεμένο (180γρ), Άγριο ρύζι (120γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",6.94,7.84,0.14,0.17,7.08,7.08,8.02,42.32%,€9.65,41.48%,0.84%,554,34,52,23,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Ψάρι ημέρας ψητό με άγριο ρύζι και αμπελοφάσουλα,"Ψάρι ψητό (180γρ), Άγριο ρύζι (180γρ)","Ψάρι, Ρύζι, Αμπελοφάσουλα, Χυμός λεμονιού","Ψάρι ψητό (180γρ), Άγριο ρύζι (180γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",151-8,17.26,19.50,OK,"Ψάρι, μαγειρεμένο (180γρ), Άγριο ρύζι (180γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",7.03,7.94,0.14,0.17,7.17,7.17,8.12,41.54%,€10.09,40.73%,0.81%,632,45,54,26,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Ψάρι ημέρας ψητό με άγριο ρύζι και αμπελοφάσουλα,"Ψάρι ψητό (180γρ), Άγριο ρύζι (240γρ)","Ψάρι, Ρύζι, Αμπελοφάσουλα, Χυμός λεμονιού","Ψάρι ψητό (180γρ), Άγριο ρύζι (240γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",151-9,17.61,19.90,OK,"Ψάρι, μαγειρεμένο (180γρ), Άγριο ρύζι (240γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",7.13,8.06,0.14,0.17,7.27,7.27,8.23,41.28%,€10.34,40.49%,0.80%,710,57,57,28,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Ψάρι ημέρας ψητό με άγριο ρύζι και αμπελοφάσουλα,"Ψάρι ψητό (210γρ), Άγριο ρύζι (120γρ)","Ψάρι, Ρύζι, Αμπελοφάσουλα, Χυμός λεμονιού","Ψάρι ψητό (210γρ), Άγριο ρύζι (120γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",151-10,18.14,20.50,OK,"Ψάρι, μαγειρεμένο (210γρ), Άγριο ρύζι (120γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",8.03,9.07,0.14,0.17,8.17,8.17,9.25,45.04%,€9.97,44.27%,0.77%,606,34,60,25,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Ψάρι ημέρας ψητό με άγριο ρύζι και αμπελοφάσουλα,"Ψάρι ψητό (210γρ), Άγριο ρύζι (180γρ)","Ψάρι, Ρύζι, Αμπελοφάσουλα, Χυμός λεμονιού","Ψάρι ψητό (210γρ), Άγριο ρύζι (180γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",151-11,18.50,20.90,OK,"Ψάρι, μαγειρεμένο (210γρ), Άγριο ρύζι (180γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",8.13,9.19,0.14,0.17,8.27,8.27,9.36,44.70%,€10.23,43.95%,0.76%,684,45,62,28,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Ψάρι ημέρας ψητό με άγριο ρύζι και αμπελοφάσουλα,"Ψάρι ψητό (210γρ), Άγριο ρύζι (240γρ)","Ψάρι, Ρύζι, Αμπελοφάσουλα, Χυμός λεμονιού","Ψάρι ψητό (210γρ), Άγριο ρύζι (240γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",151-12,19.03,21.50,OK,"Ψάρι, μαγειρεμένο (210γρ), Άγριο ρύζι (240γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",8.22,9.29,0.14,0.17,8.36,8.36,9.46,43.93%,€10.67,43.19%,0.74%,762,57,64,31,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing,https://drive.google.com/file/d/1qltdw6EKKzOKXoh52E5ra0ZxgQDbicN6/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Ψάρι ημέρας ψητό με λαχανικά ατμού και teriyaki,Ψάρι ψητό (120γρ),"Ψάρι, Λαχανικά, Σόγια, Mirin, Sake, Μέλι, Άμυλο πατάτας","Ψάρι ψητό (120γρ), Λαχανικά (150γρ), Teriyaki sauce (30γρ)",205-1,14.60,16.50,OK,"Ψάρι, μαγειρεμένο (120γρ), Λαχανικά, βραστά (150γρ), Teriyaki sauce (30γρ)",5.68,6.42,0.14,0.17,5.82,5.82,6.59,39.86%,€8.78,38.90%,0.96%,292,18,32,9,https://drive.google.com/file/d/1WvUMD-Yn9rpseIulFG8zwPbnvxxR9aVr/view?usp=sharing,https://drive.google.com/file/d/1WvUMD-Yn9rpseIulFG8zwPbnvxxR9aVr/view?usp=sharing
Ψητές επιλογές,ΝΑΙ,Ψάρι ημέρας ψητό με λαχανικά ατμού και teriyaki,Ψάρι ψητό (150γρ),"Ψάρι, Λαχανικά, Σόγια, Mirin, Sake, Μέλι, Άμυλο πατάτας","Ψάρι ψητό (150γρ), Λαχανικά (150γρ), Teriyaki sauce (30γρ)",205-2,15.84,17.90,OK,"Ψάρι, μαγειρεμένο (150γρ), Λαχανικά, βραστά (150γρ), Teriyaki sauce (30γρ)",6.77,7.65,0.14,0.17,6.91,6.91,7.82,43.62%,€8.93,42.74%,0.88%,344,18,39,12,https://drive.google.com/file/d/1WvUMD-Yn9rpseIulFG8zwPbnvxxR9aVr/view?usp=sharinghttps://drive.google.com/file/d/1WvUMD-Yn9rpseIulFG8zwPbnvxxR9aVr/view?usp=sharing,https://drive.google.com/file/d/1WvUMD-Yn9rpseIulFG8zwPbnvxxR9aVr/view?usp=sharinghttps://drive.google.com/file/d/1WvUMD-Yn9rpseIulFG8zwPbnvxxR9aVr/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Ψάρι ημέρας ψητό με λαχανικά ατμού και teriyaki,Ψάρι ψητό (180γρ),"Ψάρι, Λαχανικά, Σόγια, Mirin, Sake, Μέλι, Άμυλο πατάτας","Ψάρι ψητό (180γρ), Λαχανικά (150γρ), Teriyaki sauce (30γρ)",205-3,18.14,20.50,OK,"Ψάρι, μαγειρεμένο (180γρ), Λαχανικά, βραστά (150γρ), Teriyaki sauce (30γρ)",7.87,8.89,0.14,0.17,8.01,8.01,9.07,44.16%,€10.13,43.38%,0.77%,395,18,46,14,https://drive.google.com/file/d/1WvUMD-Yn9rpseIulFG8zwPbnvxxR9aVr/view?usp=sharing,https://drive.google.com/file/d/1WvUMD-Yn9rpseIulFG8zwPbnvxxR9aVr/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Ψάρι ημέρας ψητό με λαχανικά ατμού και teriyaki,Ψάρι ψητό (210γρ),"Ψάρι, Λαχανικά, Σόγια, Mirin, Sake, Μέλι, Άμυλο πατάτας","Ψάρι ψητό (210γρ), Λαχανικά (150γρ), Teriyaki sauce (30γρ)",205-4,19.38,21.90,OK,"Ψάρι, μαγειρεμένο (210γρ), Λαχανικά, βραστά (150γρ), Teriyaki sauce (30γρ)",8.96,10.12,0.14,0.17,9.10,9.10,10.30,46.96%,€10.28,46.23%,0.72%,447,18,54,16,https://drive.google.com/file/d/1WvUMD-Yn9rpseIulFG8zwPbnvxxR9aVr/view?usp=sharing,https://drive.google.com/file/d/1WvUMD-Yn9rpseIulFG8zwPbnvxxR9aVr/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Ψάρι ημέρας ψητό με λαχανικά και teriyaki sauce,Ψάρι ψητό (120γρ),"Ψάρι, Μελιτζάνα, Κολοκύθι, Μανιτάρι, Πιπεριά, Σόγια, Mirin, Sake, Μέλι, Άμυλο πατάτας","Ψάρι ψητό (120γρ), Ψητά λαχανικά (150γρ), Τeriyaki sauce (30γρ)",211-1,14.60,16.50,OK,"Ψάρι, μαγειρεμένο (120γρ), Λαχανικά ψητά (150γρ), Teriyaki sauce (30γρ), Ελαιόλαδο (10γρ)",6.16,6.96,0.14,0.17,6.30,6.30,7.13,43.15%,€8.30,42.19%,0.96%,381,18,32,19,https://drive.google.com/file/d/12KfMheFDQxVI9W5BJbALGgmubt-Ok3rZ/view?usp=sharing,https://drive.google.com/file/d/12KfMheFDQxVI9W5BJbALGgmubt-Ok3rZ/view?usp=sharing
