Κατηγορία,Λιανική,Τίτλος,Ποσότητα,Υλικά,Κρυμμένο Πεδίο,Κωδικός,Price,Price (ΦΠΑ),Status,Επιλογή Πιάτου Match,Food Cost,Food Cost (ΦΠΑ),Packaging Cost,Packaging Cost (ΦΠΑ),Old Product Cost,Product Cost,Product Cost (ΦΠΑ),Product Cost/ Price,Price - Product Cost,Food Cost/Price,Packaging Cost/ Price,Θερμίδες,Υδατάνθρακες,Πρωτεϊνη,Λιπαρά,Image,Image
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με πουρέ πατάτας,"Μπιφτέκι μοσχαρίσιο (210γρ), Πουρές πατάτας (150γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Πατάτα, Γάλα","Μπιφτέκι μοσχαρίσιο (210γρ), Πουρές πατάτας (150γρ)",143-11,10.97,12.40,OK,"Μπιφτέκι μοσχαρίσιο (210γρ), Πουρές πατάτας (150γρ)",2.07,2.34,0.14,0.17,2.21,2.21,2.51,20.15%,€8.76,18.87%,1.28%,698,54,37,37,https://drive.google.com/file/d/1Kr3xsYB8tKaKYU1dD3-zCwZ6HDSbhOOn/view?usp=sharing,https://drive.google.com/file/d/1Kr3xsYB8tKaKYU1dD3-zCwZ6HDSbhOOn/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με πουρέ πατάτας,"Μπιφτέκι μοσχαρίσιο (210γρ), Πουρές πατάτας (200γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Πατάτα, Γάλα","Μπιφτέκι μοσχαρίσιο (210γρ), Πουρές πατάτας (200γρ)",143-12,11.42,12.90,OK,"Μπιφτέκι μοσχαρίσιο (210γρ), Πουρές πατάτας (200γρ)",2.17,2.45,0.14,0.17,2.31,2.31,2.63,20.23%,€9.11,19.00%,1.23%,761,63,38,40,https://drive.google.com/file/d/1Kr3xsYB8tKaKYU1dD3-zCwZ6HDSbhOOn/view?usp=sharing,https://drive.google.com/file/d/1Kr3xsYB8tKaKYU1dD3-zCwZ6HDSbhOOn/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με ρύζι basmati και ψητά καρότα,"Μπιφτέκι μοσχαρίσιο (120γρ), Ρύζι basmati (60γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Ρύζι, Καρότο","Μπιφτέκι μοσχαρίσιο (120γρ), Ρύζι basmati (60γρ), Ψητά καρότα (50γρ)",142-1,7.88,8.90,Product Cost Change,"Μπιφτέκι μοσχαρίσιο (120γρ), Ρύζι (60γρ), Καρότο, roasted (50γρ), Ελαιόλαδο (10γρ)",1.24,1.40,0.14,0.17,1.37,1.38,1.57,17.51%,€6.50,15.74%,1.78%,492,37,21,28,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με ρύζι basmati και ψητά καρότα,"Μπιφτέκι μοσχαρίσιο (120γρ), Ρύζι basmati (120γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Ρύζι, Καρότο","Μπιφτέκι μοσχαρίσιο (120γρ), Ρύζι basmati (120γρ), Ψητά καρότα (50γρ)",142-2,8.32,9.40,OK,"Μπιφτέκι μοσχαρίσιο (120γρ), Ρύζι (120γρ), Καρότο, roasted (50γρ), Ελαιόλαδο (10γρ)",1.30,1.47,0.14,0.17,1.44,1.44,1.64,17.31%,€6.88,15.63%,1.68%,584,52,23,31,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με ρύζι basmati και ψητά καρότα,"Μπιφτέκι μοσχαρίσιο (120γρ), Ρύζι basmati (180γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Ρύζι, Καρότο","Μπιφτέκι μοσχαρίσιο (120γρ), Ρύζι basmati (180γρ), Ψητά καρότα (50γρ)",142-3,8.76,9.90,Product Cost Change,"Μπιφτέκι μοσχαρίσιο (120γρ), Ρύζι (180γρ), Καρότο, roasted (50γρ), Ελαιόλαδο (10γρ)",1.37,1.55,0.14,0.17,1.50,1.51,1.72,17.24%,€7.25,15.64%,1.60%,676,68,24,34,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με ρύζι basmati και ψητά καρότα,"Μπιφτέκι μοσχαρίσιο (150γρ), Ρύζι basmati (60γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Ρύζι, Καρότο","Μπιφτέκι μοσχαρίσιο (150γρ), Ρύζι basmati (60γρ), Ψητά καρότα (50γρ)",142-4,8.76,9.90,OK,"Μπιφτέκι μοσχαρίσιο (150γρ), Ρύζι (60γρ), Καρότο, roasted (50γρ), Ελαιόλαδο (10γρ)",1.49,1.68,0.14,0.17,1.63,1.63,1.86,18.61%,€7.13,17.01%,1.60%,564,41,26,32,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με ρύζι basmati και ψητά καρότα,"Μπιφτέκι μοσχαρίσιο (150γρ), Ρύζι basmati (120γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Ρύζι, Καρότο","Μπιφτέκι μοσχαρίσιο (150γρ), Ρύζι basmati (120γρ), Ψητά καρότα (50γρ)",142-5,9.20,10.40,Product Cost Change,"Μπιφτέκι μοσχαρίσιο (150γρ), Ρύζι (120γρ), Καρότο, roasted (50γρ), Ελαιόλαδο (10γρ)",1.56,1.76,0.14,0.17,1.69,1.70,1.94,18.48%,€7.50,16.96%,1.52%,656,57,28,35,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με ρύζι basmati και ψητά καρότα,"Μπιφτέκι μοσχαρίσιο (150γρ), Ρύζι basmati (180γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Ρύζι, Καρότο","Μπιφτέκι μοσχαρίσιο (150γρ), Ρύζι basmati (180γρ), Ψητά καρότα (50γρ)",142-6,9.65,10.90,OK,"Μπιφτέκι μοσχαρίσιο (150γρ), Ρύζι (180γρ), Καρότο, roasted (50γρ), Ελαιόλαδο (10γρ)",1.62,1.83,0.14,0.17,1.76,1.76,2.00,18.24%,€7.89,16.79%,1.45%,748,72,29,38,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με ρύζι basmati και ψητά καρότα,"Μπιφτέκι μοσχαρίσιο (180γρ), Ρύζι basmati (120γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Ρύζι, Καρότο","Μπιφτέκι μοσχαρίσιο (180γρ), Ρύζι basmati (120γρ), Ψητά καρότα (50γρ)",142-7,9.65,10.90,OK,"Μπιφτέκι μοσχαρίσιο (180γρ), Ρύζι (120γρ), Καρότο, roasted (50γρ), Ελαιόλαδο (10γρ)",1.81,2.05,0.14,0.17,1.95,1.95,2.22,20.21%,€7.70,18.76%,1.45%,729,61,33,39,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing
Ψητές επιλογές,ΝΑΙ,Μπιφτέκι μοσχαρίσιο με ρύζι basmati και ψητά καρότα,"Μπιφτέκι μοσχαρίσιο (180γρ), Ρύζι basmati (180γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Ρύζι, Καρότο","Μπιφτέκι μοσχαρίσιο (180γρ), Ρύζι basmati (180γρ), Ψητά καρότα (50γρ)",142-8,10.09,11.40,OK,"Μπιφτέκι μοσχαρίσιο (180γρ), Ρύζι (180γρ), Καρότο, roasted (50γρ), Ελαιόλαδο (10γρ)",1.88,2.12,0.14,0.17,2.02,2.02,2.30,20.02%,€8.07,18.63%,1.39%,821,76,34,42,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με ρύζι basmati και ψητά καρότα,"Μπιφτέκι μοσχαρίσιο (180γρ), Ρύζι basmati (240γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Ρύζι, Καρότο","Μπιφτέκι μοσχαρίσιο (180γρ), Ρύζι basmati (240γρ), Ψητά καρότα (50γρ)",142-9,10.53,11.90,OK,"Μπιφτέκι μοσχαρίσιο (180γρ), Ρύζι (240γρ), Καρότο, roasted (50γρ), Ελαιόλαδο (10γρ)",1.94,2.19,0.14,0.17,2.08,2.08,2.37,19.75%,€8.45,18.42%,1.33%,913,91,36,44,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με ρύζι basmati και ψητά καρότα,"Μπιφτέκι μοσχαρίσιο (210γρ), Ρύζι basmati (120γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Ρύζι, Καρότο","Μπιφτέκι μοσχαρίσιο (210γρ), Ρύζι basmati (120γρ), Ψητά καρότα (50γρ)",142-10,10.53,11.90,OK,"Μπιφτέκι μοσχαρίσιο (210γρ), Ρύζι (120γρ), Καρότο, roasted (50γρ), Ελαιόλαδο (10γρ)",2.07,2.34,0.14,0.17,2.21,2.21,2.51,20.99%,€8.32,19.66%,1.33%,802,65,38,43,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με ρύζι basmati και ψητά καρότα,"Μπιφτέκι μοσχαρίσιο (210γρ), Ρύζι basmati (180γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Ρύζι, Καρότο","Μπιφτέκι μοσχαρίσιο (210γρ), Ρύζι basmati (180γρ), Ψητά καρότα (50γρ)",142-11,10.97,12.40,Product Cost Change,"Μπιφτέκι μοσχαρίσιο (210γρ), Ρύζι (180γρ), Καρότο, roasted (50γρ), Ελαιόλαδο (10γρ)",2.14,2.42,0.14,0.17,2.27,2.28,2.59,20.78%,€8.69,19.51%,1.28%,894,80,39,45,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με ρύζι basmati και ψητά καρότα,"Μπιφτέκι μοσχαρίσιο (210γρ), Ρύζι basmati (240γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Ρύζι, Καρότο","Μπιφτέκι μοσχαρίσιο (210γρ), Ρύζι basmati (240γρ), Ψητά καρότα (50γρ)",142-12,11.42,12.90,OK,"Μπιφτέκι μοσχαρίσιο (210γρ), Ρύζι (240γρ), Καρότο, roasted (50γρ), Ελαιόλαδο (10γρ)",2.20,2.49,0.14,0.17,2.34,2.34,2.66,20.49%,€9.08,19.26%,1.23%,986,96,41,48,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing,https://drive.google.com/file/d/1Kr3rtwhD-TGl3_7emiQNWrRU-f4-ifpY/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με ψητά λαχανικά και sauce γιαουρτιού,Μπιφτέκι μοσχαρίσιο (120γρ),"Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Λαχανικά ψητά, Γιαούρτι, Χυμός λεμονιού, Μέλι, Δυόσμος, Άνηθος, Σχοινόπρασο, Κύμινο","Μπιφτέκι μοσχαρίσιο (120γρ), Ψητά λαχανικά (140γρ), Sauce γιαουρτιού (50γρ)",138-1,8.76,9.90,OK,"Μπιφτέκι μοσχαρίσιο (120γρ), Λαχανικά ψητά (140γρ), Sauce γιαουρτιού (50γρ), Ελαιόλαδο (10γρ)",2.65,2.99,0.18,0.23,2.83,2.83,3.22,32.35%,€5.93,30.25%,2.10%,495,24,25,34,https://drive.google.com/file/d/1GPSBPvnpR9FrWuAvSP_2Ts-jAUVIvzfC/view?usp=sharing,https://drive.google.com/file/d/1GPSBPvnpR9FrWuAvSP_2Ts-jAUVIvzfC/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με ψητά λαχανικά και sauce γιαουρτιού,Μπιφτέκι μοσχαρίσιο (150γρ),"Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Λαχανικά ψητά, Γιαούρτι, Χυμός λεμονιού, Μέλι, Δυόσμος, Άνηθος, Σχοινόπρασο, Κύμινο","Μπιφτέκι μοσχαρίσιο (150γρ), Ψητά λαχανικά (140γρ), Sauce γιαουρτιού (50γρ)",138-2,9.65,10.90,OK,"Μπιφτέκι μοσχαρίσιο (150γρ), Λαχανικά ψητά (140γρ), Sauce γιαουρτιού (50γρ), Ελαιόλαδο (10γρ)",2.91,3.29,0.18,0.23,3.09,3.09,3.52,32.06%,€6.56,30.16%,1.91%,567,29,30,38,https://drive.google.com/file/d/1GPSBPvnpR9FrWuAvSP_2Ts-jAUVIvzfC/view?usp=sharing,https://drive.google.com/file/d/1GPSBPvnpR9FrWuAvSP_2Ts-jAUVIvzfC/view?usp=sharing
Ψητές επιλογές,ΝΑΙ,Μπιφτέκι μοσχαρίσιο με ψητά λαχανικά και sauce γιαουρτιού,Μπιφτέκι μοσχαρίσιο (180γρ),"Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Λαχανικά ψητά, Γιαούρτι, Χυμός λεμονιού, Μέλι, Δυόσμος, Άνηθος, Σχοινόπρασο, Κύμινο","Μπιφτέκι μοσχαρίσιο (180γρ), Ψητά λαχανικά (140γρ), Sauce γιαουρτιού (50γρ)",138-3,10.53,11.90,OK,"Μπιφτέκι μοσχαρίσιο (180γρ), Λαχανικά ψητά (140γρ), Sauce γιαουρτιού (50γρ), Ελαιόλαδο (10γρ)",3.17,3.58,0.18,0.23,3.35,3.35,3.81,31.85%,€7.18,30.10%,1.75%,640,33,35,41,https://drive.google.com/file/d/1GPSBPvnpR9FrWuAvSP_2Ts-jAUVIvzfC/view?usp=sharing,https://drive.google.com/file/d/1GPSBPvnpR9FrWuAvSP_2Ts-jAUVIvzfC/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με ψητά λαχανικά και sauce γιαουρτιού,Μπιφτέκι μοσχαρίσιο (210γρ),"Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Λαχανικά ψητά, Γιαούρτι, Χυμός λεμονιού, Μέλι, Δυόσμος, Άνηθος, Σχοινόπρασο, Κύμινο","Μπιφτέκι μοσχαρίσιο (210γρ), Ψητά λαχανικά (140γρ), Sauce γιαουρτιού (50γρ)",138-4,11.42,12.90,OK,"Μπιφτέκι μοσχαρίσιο (210γρ), Λαχανικά ψητά (140γρ), Sauce γιαουρτιού (50γρ), Ελαιόλαδο (10γρ)",3.42,3.86,0.18,0.23,3.60,3.60,4.09,31.56%,€7.82,29.95%,1.61%,713,37,39,45,https://drive.google.com/file/d/1GPSBPvnpR9FrWuAvSP_2Ts-jAUVIvzfC/view?usp=sharing,https://drive.google.com/file/d/1GPSBPvnpR9FrWuAvSP_2Ts-jAUVIvzfC/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με κους κους και ψητά μανιτάρια,"Μπιφτέκι μοσχαρίσιο (120γρ), Κους κους (100γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Κους κους, Μανιτάρι","Μπιφτέκι μοσχαρίσιο (120γρ), Κους κους (100γρ), Μανιτάρια (60γρ)",139-1,7.88,8.90,OK,"Μπιφτέκι μοσχαρίσιο (120γρ), Κους κους, μαγειρεμένο (100γρ), Μανιτάρι σαμπινιόν, μαγειρεμένο (60γρ), Ηλιέλαιο (10γρ)",1.65,1.86,0.14,0.17,1.79,1.79,2.04,22.72%,€6.09,20.94%,1.78%,508,43,25,26,https://drive.google.com/file/d/1zMDnd_BZaAq734fd64SYbyQHKhaaFuJa/view?usp=sharing,https://drive.google.com/file/d/1zMDnd_BZaAq734fd64SYbyQHKhaaFuJa/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με κους κους και ψητά μανιτάρια,"Μπιφτέκι μοσχαρίσιο (120γρ), Κους κους (150γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Κους κους, Μανιτάρι","Μπιφτέκι μοσχαρίσιο (120γρ), Κους κους (150γρ), Μανιτάρια (60γρ)",139-2,8.32,9.40,OK,"Μπιφτέκι μοσχαρίσιο (120γρ), Κους κους, μαγειρεμένο (150γρ), Μανιτάρι σαμπινιόν, μαγειρεμένο (60γρ), Ηλιέλαιο (10γρ)",1.74,1.97,0.14,0.17,1.88,1.88,2.14,22.60%,€6.44,20.91%,1.68%,564,55,26,26,https://drive.google.com/file/d/1zMDnd_BZaAq734fd64SYbyQHKhaaFuJa/view?usp=sharing,https://drive.google.com/file/d/1zMDnd_BZaAq734fd64SYbyQHKhaaFuJa/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με κους κους και ψητά μανιτάρια,"Μπιφτέκι μοσχαρίσιο (150γρ), Κους κους (100γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Κους κους, Μανιτάρι","Μπιφτέκι μοσχαρίσιο (150γρ), Κους κους (100γρ), Μανιτάρια (60γρ)",139-3,8.76,9.90,OK,"Μπιφτέκι μοσχαρίσιο (150γρ), Κους κους, μαγειρεμένο (100γρ), Μανιτάρι σαμπινιόν, μαγειρεμένο (60γρ), Ηλιέλαιο (10γρ)",1.90,2.15,0.14,0.17,2.04,2.04,2.32,23.29%,€6.72,21.69%,1.60%,581,47,29,30,https://drive.google.com/file/d/1zMDnd_BZaAq734fd64SYbyQHKhaaFuJa/view?usp=sharing,https://drive.google.com/file/d/1zMDnd_BZaAq734fd64SYbyQHKhaaFuJa/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με κους κους και ψητά μανιτάρια,"Μπιφτέκι μοσχαρίσιο (150γρ), Κους κους (150γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Κους κους, Μανιτάρι","Μπιφτέκι μοσχαρίσιο (150γρ), Κους κους (150γρ), Μανιτάρια (60γρ)",139-4,9.20,10.40,OK,"Μπιφτέκι μοσχαρίσιο (150γρ), Κους κους, μαγειρεμένο (150γρ), Μανιτάρι σαμπινιόν, μαγειρεμένο (60γρ), Ηλιέλαιο (10γρ)",1.99,2.25,0.14,0.17,2.13,2.13,2.42,23.15%,€7.07,21.63%,1.52%,637,59,31,30,https://drive.google.com/file/d/1zMDnd_BZaAq734fd64SYbyQHKhaaFuJa/view?usp=sharing,https://drive.google.com/file/d/1zMDnd_BZaAq734fd64SYbyQHKhaaFuJa/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με κους κους και ψητά μανιτάρια,"Μπιφτέκι μοσχαρίσιο (180γρ), Κους κους (100γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Κους κους, Μανιτάρι","Μπιφτέκι μοσχαρίσιο (180γρ), Κους κους (100γρ), Μανιτάρια (60γρ)",139-5,9.65,10.90,OK,"Μπιφτέκι μοσχαρίσιο (180γρ), Κους κους, μαγειρεμένο (100γρ), Μανιτάρι σαμπινιόν, μαγειρεμένο (60γρ), Ηλιέλαιο (10γρ)",2.16,2.44,0.14,0.17,2.30,2.30,2.61,23.83%,€7.35,22.38%,1.45%,653,52,34,34,https://drive.google.com/file/d/1zMDnd_BZaAq734fd64SYbyQHKhaaFuJa/view?usp=sharing,https://drive.google.com/file/d/1zMDnd_BZaAq734fd64SYbyQHKhaaFuJa/view?usp=sharing
Ψητές επιλογές,ΝΑΙ,Μπιφτέκι μοσχαρίσιο με κους κους και ψητά μανιτάρια,"Μπιφτέκι μοσχαρίσιο (180γρ), Κους κους (150γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Κους κους, Μανιτάρι","Μπιφτέκι μοσχαρίσιο (180γρ), Κους κους (150γρ), Μανιτάρια (60γρ)",139-6,10.09,11.40,OK,"Μπιφτέκι μοσχαρίσιο (180γρ), Κους κους, μαγειρεμένο (150γρ), Μανιτάρι σαμπινιόν, μαγειρεμένο (60γρ), Ηλιέλαιο (10γρ)",2.25,2.54,0.14,0.17,2.39,2.39,2.72,23.69%,€7.70,22.30%,1.39%,709,63,36,34,https://drive.google.com/file/d/1zMDnd_BZaAq734fd64SYbyQHKhaaFuJa/view?usp=sharing,https://drive.google.com/file/d/1zMDnd_BZaAq734fd64SYbyQHKhaaFuJa/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με κους κους και ψητά μανιτάρια,"Μπιφτέκι μοσχαρίσιο (210γρ), Κους κους (100γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Κους κους, Μανιτάρι","Μπιφτέκι μοσχαρίσιο (210γρ), Κους κους (100γρ), Μανιτάρια (60γρ)",139-7,10.53,11.90,OK,"Μπιφτέκι μοσχαρίσιο (210γρ), Κους κους, μαγειρεμένο (100γρ), Μανιτάρι σαμπινιόν, μαγειρεμένο (60γρ), Ηλιέλαιο (10γρ)",2.42,2.73,0.14,0.17,2.56,2.56,2.91,24.31%,€7.97,22.98%,1.33%,726,56,39,38,https://drive.google.com/file/d/1zMDnd_BZaAq734fd64SYbyQHKhaaFuJa/view?usp=sharing,https://drive.google.com/file/d/1zMDnd_BZaAq734fd64SYbyQHKhaaFuJa/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με κους κους και ψητά μανιτάρια,"Μπιφτέκι μοσχαρίσιο (210γρ), Κους κους (150γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Κους κους, Μανιτάρι","Μπιφτέκι μοσχαρίσιο (210γρ), Κους κους (150γρ), Μανιτάρια (60γρ)",139-8,10.97,12.40,OK,"Μπιφτέκι μοσχαρίσιο (210γρ), Κους κους, μαγειρεμένο (150γρ), Μανιτάρι σαμπινιόν, μαγειρεμένο (60γρ), Ηλιέλαιο (10γρ)",2.51,2.84,0.14,0.17,2.65,2.65,3.01,24.16%,€8.32,22.88%,1.28%,782,67,41,38,https://drive.google.com/file/d/1zMDnd_BZaAq734fd64SYbyQHKhaaFuJa/view?usp=sharing,https://drive.google.com/file/d/1zMDnd_BZaAq734fd64SYbyQHKhaaFuJa/view?usp=sharing
